Sim	QM	forNTS	indicator	confidence
898	34	7198.137727209618	0	1
899	35	7217.087810116364	0	1
900	36	7214.133734419442	0	1
901	37	7201.703642526115	0	1
902	38	7197.040396458945	0	1
903	39	7209.397181628788	0	1
904	40	7200.10362978775	0	1
905	41	7176.500210688413	0	2
906	42	7184.569329454636	0	2
907	43	7181.305460769795	0	2
908	44	7173.036672145839	0	2
909	45	7163.680626994605	0	2
910	46	7148.255822282387	0	2
911	47	7154.1675123960695	0	2
912	48	7159.5125106199475	0	2
913	1	7168.244720218528	0	2
914	2	7195.089439709572	0	1
915	3	7196.0649415322505	0	1
916	4	7208.285226359674	0	1
917	5	7222.812014649414	0	1
918	6	7237.587033584854	1	1
919	7	7223.664418082865	0	1
920	8	7195.500985260597	0	1
921	9	7163.802756626301	0	2
922	10	7140.982217392259	0	2
923	11	7121.654665435005	0	2
924	12	7112.458377534515	0	2
925	13	7087.709971890969	0	2
926	14	7079.663208167491	0	2
927	15	7080.797614981901	0	2
928	16	7095.784132829383	0	2
929	17	7112.412462028704	0	2
930	18	7149.096090632388	0	2
931	19	7166.886285173854	0	2
932	20	7220.437274077563	0	1
933	21	7259.721934257894	1	1
934	22	7271.706743136797	1	1
935	23	7280.1329263772595	1	1
936	24	7278.569409706714	1	1
937	25	7280.163284745587	1	1
938	26	7279.389132327979	1	1
939	27	7290.482529429984	1	2
940	28	7300.023220920086	1	2
941	29	7311.226749403803	1	2
942	30	7308.422648816293	1	2
943	31	7296.899093768613	1	2
944	32	7327.634463101458	1	2
945	33	7339.307364489917	1	2
946	34	7323.742030560473	1	2
947	35	7312.590768540124	1	2
948	36	7319.000450365052	1	2
949	37	7314.46993600648	1	2
950	38	7314.409320373746	1	2
951	39	7299.7502578439135	1	2
952	40	7294.805966540646	1	2
953	41	7282.758759249561	1	1
954	42	7281.043657898346	1	1
955	43	7278.478327394499	1	1
956	44	7262.745380058263	1	1
957	45	7258.992594054148	1	1
958	46	7251.302550835427	1	1
959	47	7221.639901671817	0	1
960	48	7205.786913186113	0	1
961	1	7190.988770571917	0	1
962	2	7150.53210455305	0	2
963	3	7137.466718838036	0	2
964	4	7114.570377183885	0	2
965	5	7107.866306405823	0	2
966	6	7091.893008734803	0	2
967	7	7088.399543712648	0	2
968	8	7081.272820302097	0	2
969	9	7059.647181385687	0	2
970	10	7038.366716958624	0	2
971	11	7045.155602850901	0	2
972	12	7045.063461565531	0	2
973	13	7062.20974137009	0	2
974	14	7051.0364042913325	0	2
975	15	7023.8749663117305	0	2
976	16	6989.732086296951	0	2
977	17	6966.726569388446	0	2
978	18	6934.739119074313	0	2
979	19	6892.3790270000345	0	1
980	20	6827.158832135397	-1	1
981	21	6772.4655538041725	-1	2
982	22	6742.338484442516	-1	2
983	23	6720.738585495217	-1	2
984	24	6721.191436882239	-1	2
985	25	6711.52305063214	-1	2
986	26	6706.882345838044	-1	2
987	27	6704.3818308277405	-1	2
988	28	6702.428073322227	-1	2
989	29	6699.223473678798	-1	2
990	30	6695.189594952473	-1	2
991	31	6701.505829612861	-1	2
992	32	6683.943342268643	-1	2
993	33	6679.85924545436	-1	2
994	34	6682.018763260534	-1	2
995	35	6688.480189891998	-1	2
996	36	6664.907962668975	-1	3
997	37	6675.179440539203	-1	2
998	38	6675.0698659518675	-1	2
999	39	6675.429894343489	-1	2
1000	40	6672.048486721594	-1	2
1001	41	6663.294705552347	-1	3
1002	42	6648.800501611711	-1	3
1003	43	6630.168786572576	-1	3
1004	44	6639.424228757585	-1	3
1005	45	6672.956516962498	-1	2
1006	46	6698.91080070663	-1	2
1007	47	6734.413052432133	-1	2
1008	48	6759.831387440397	-1	2
1009	1	6774.972698280208	-1	2
1010	2	6821.303513211512	-1	1
1011	3	6831.8324901110545	-1	1
1012	4	6849.507610424505	-1	1
1013	5	6846.63786236322	-1	1
1014	6	6861.43188909256	0	1
1015	7	6862.191444443123	0	1
1016	8	6874.835988052217	0	1
1017	9	6894.174242895582	0	1
1018	10	6935.897318777621	0	2
1019	11	6945.253058127086	0	2
1020	12	6951.534024848029	0	2
1021	13	6949.311996512745	0	2
1022	14	6965.38516315918	0	2
1023	15	6973.35516372345	0	2
1024	16	7004.80284870618	0	2
1025	17	7001.140126622192	0	2
1026	18	7021.55345741337	0	2
1027	19	7042.867301099014	0	2
1028	20	7041.223861326847	0	2
1029	21	7055.626212786804	0	2
1030	22	7061.703393387735	0	2
1031	23	7073.790855711269	0	2
1032	24	7069.220570704603	0	2
1033	25	7061.19703252898	0	2
1034	26	7060.000128394499	0	2
1035	27	7047.535771289387	0	2
1036	28	7033.757552600963	0	2
1037	29	7022.967919070972	0	2
1038	30	7012.633870874421	0	2
1039	31	7004.018036877126	0	2
1040	32	6991.502997551054	0	2
1041	33	6979.257356240184	0	2
1042	34	6981.537624863906	0	2
1043	35	6958.106051197047	0	2
1044	36	6961.082793956947	0	2
1045	37	6940.869077072679	0	2
1046	38	6938.7693581220765	0	2
1047	39	6933.11752422829	0	2
1048	40	6936.978243287359	0	2
1049	41	6915.255632197012	0	2
1050	42	6908.823819877104	0	1
1051	43	6929.781248916327	0	2
1052	44	6937.5341240618245	0	2
1053	45	6906.132960813708	0	1
1054	46	6888.648780932812	0	1
1055	47	6855.509434711623	-1	1
1056	48	6842.153996578908	-1	1
1057	1	6818.724743876459	-1	1
1058	2	6804.193280034789	-1	2
1059	3	6809.261113924496	-1	1
1060	4	6790.5998989030495	-1	2
1061	5	6776.685464943029	-1	2
1062	6	6792.669079054312	-1	2
1063	7	6786.896597250925	-1	2
1064	8	6775.206266412333	-1	2
1065	9	6781.962935143533	-1	2
1066	10	6773.64909158459	-1	2
1067	11	6755.872725536496	-1	2
1068	12	6736.254294055282	-1	2
1069	13	6714.366287231977	-1	2
1070	14	6717.084147206271	-1	2
1071	15	6765.393944126523	-1	2
1072	16	6790.055340646867	-1	2
1073	17	6788.732777535685	-1	2
1074	18	6778.024430133948	-1	2
1075	19	6756.963777450939	-1	2
1076	20	6775.502115280352	-1	2
1077	21	6767.995479650413	-1	2
1078	22	6771.827035857177	-1	2
1079	23	6798.968589865858	-1	2
1080	24	6826.2115405919785	-1	1
1081	25	6852.997270000491	-1	1
1082	26	6884.1281866426525	0	1
1083	27	6886.218318236904	0	1
1084	28	6892.471887061208	0	1
1085	29	6893.957587705725	0	1
1086	30	6924.374037505312	0	2
1087	31	6918.671669644923	0	2
1088	32	6920.155372866009	0	2
1089	33	6928.190139268848	0	2
1090	34	6924.482196406272	0	2
1091	35	6950.793376727878	0	2
1092	36	6964.429162579137	0	2
1093	37	6964.799232840339	0	2
1094	38	6961.437505215235	0	2
1095	39	6969.547849090946	0	2
1096	40	6959.139479386825	0	2
1097	41	6958.98523982896	0	2
1098	42	6951.642033693967	0	2
1099	43	6950.376749860359	0	2
1100	44	6923.137893223665	0	2
1101	45	6917.65155822133	0	2
1102	46	6896.232346788963	0	1
1103	47	6893.384987365328	0	1
1104	48	6870.126240476297	0	1
1105	1	6868.499252406065	0	1
1106	2	6868.328798127672	0	1
1107	3	6866.748150629198	0	1
1108	4	6877.794487619755	0	1
1109	5	6893.911161279458	0	1
1110	6	6870.467115899623	0	1
1111	7	6872.775614331413	0	1
1112	8	6868.018877414212	0	1
1113	9	6847.056717041341	-1	1
1114	10	6850.469268429935	-1	1
1115	11	6843.209117553457	-1	1
1116	12	6840.462579328323	-1	1
1117	13	6833.586759995508	-1	1
1118	14	6825.481628422357	-1	1
1119	15	6787.083335496044	-1	2
1120	16	6722.56554037771	-1	2
1121	17	6719.629834692026	-1	2
1122	18	6700.177094281028	-1	2
1123	19	6697.488073325888	-1	2
1124	20	6699.692473433285	-1	2
1125	21	6704.991361841754	-1	2
1126	22	6719.895316143752	-1	2
1127	23	6705.6165014433245	-1	2
1128	24	6676.353413947337	-1	2
1129	25	6660.428091448092	-1	3
1130	26	6624.833060492799	-1	3
1131	27	6614.738091354684	-1	3
1132	28	6603.396322120017	-1	3
1133	29	6590.255109650738	-1	3
1134	30	6575.81421261712	-1	3
1135	31	6572.493419280217	-1	3
1136	32	6576.915766225658	-1	3
1137	33	6564.669102993627	-1	3
1138	34	6562.842428421705	-1	3
1139	35	6542.0434092198775	-1	3
1140	36	6529.4896307912	-1	3
1141	37	6533.733007711781	-1	3
1142	38	6522.546682073646	-1	3
1143	39	6497.214240979944	-1	3
1144	40	6491.903259006228	-1	3
1145	41	6517.748204387564	-1	3
1146	42	6526.223615309159	-1	3
1147	43	6513.848518577936	-1	3
1148	44	6512.901101491964	-1	3
1149	45	6529.85248563427	-1	3
1150	46	6561.645543861332	-1	3
1151	47	6584.5147039073945	-1	3
1152	48	6590.789742079958	-1	3
1153	1	6607.70135206973	-1	3
1154	2	6599.420355687711	-1	3
1155	3	6633.087098234603	-1	3
1156	4	6633.071409604547	-1	3
1157	5	6636.961786933409	-1	3
1158	6	6642.889919794459	-1	3
1159	7	6639.345812037101	-1	3
1160	8	6660.9450541932965	-1	3
1161	9	6652.327149346823	-1	3
1162	10	6637.698985021213	-1	3
1163	11	6627.422647242538	-1	3
1164	12	6606.02030914959	-1	3
1165	13	6625.351006558202	-1	3
1166	14	6623.4047105674545	-1	3
1167	15	6619.982504787974	-1	3
1168	16	6665.048920303725	-1	3
1169	17	6677.198629470857	-1	2
1170	18	6702.600012087078	-1	2
1171	19	6753.4877801863695	-1	2
1172	20	6761.483184304556	-1	2
1173	21	6766.484451299606	-1	2
1174	22	6746.393529799798	-1	2
1175	23	6718.692811598315	-1	2
1176	24	6721.4568964576065	-1	2
1177	25	6720.192026305723	-1	2
1178	26	6717.537085949764	-1	2
1179	27	6732.540420208435	-1	2
1180	28	6745.78532811175	-1	2
1181	29	6769.397357723774	-1	2
1182	30	6770.254010306956	-1	2
1183	31	6789.012857349837	-1	2
1184	32	6787.03665110559	-1	2
1185	33	6801.176817110465	-1	2
1186	34	6787.519050982146	-1	2
1187	35	6791.51783347877	-1	2
1188	36	6791.34669647127	-1	2
1189	37	6832.282716203414	-1	1
1190	38	6847.506587870604	-1	1
1191	39	6866.422707185397	0	1
1192	40	6862.98197038776	0	1
1193	41	6839.484903551693	-1	1
1194	42	6829.19302202492	-1	1
1195	43	6839.60905560383	-1	1
1196	44	6835.247735601257	-1	1
1197	45	6803.338145423056	-1	2
1198	46	6780.5775456502615	-1	2
1199	47	6765.752260502176	-1	2
1200	48	6744.194554820235	-1	2
1201	1	6713.663328912903	-1	2
1202	2	6721.378820497886	-1	2
1203	3	6651.93533234651	-1	3
1204	4	6639.816307433261	-1	3
1205	5	6621.5837984194395	-1	3
1206	6	6613.418905026379	-1	3
1207	7	6635.848092195641	-1	3
1208	8	6637.495082072239	-1	3
1209	9	6691.014091752675	-1	2
1210	10	6709.601280684717	-1	2
1211	11	6728.747774034915	-1	2
1212	12	6766.001520098599	-1	2
1213	13	6757.805403382392	-1	2
1214	14	6739.811441873424	-1	2
1215	15	6723.174486208833	-1	2
1216	16	6703.131449289265	-1	2
1217	17	6670.200979550983	-1	2
1218	18	6659.92678065033	-1	3
1219	19	6595.553581473935	-1	3
1220	20	6563.708546599642	-1	3
1221	21	6535.988382711886	-1	3
1222	22	6524.929671105804	-1	3
1223	23	6521.773327889135	-1	3
1224	24	6502.444685469782	-1	3
1225	25	6485.088403161935	-1	3
1226	26	6480.137739246915	-1	3
1227	27	6449.8984784204895	-1	3
1228	28	6443.55928440343	-1	3
1229	29	6419.386649628161	-1	3
1230	30	6413.020901616601	-1	3
1231	31	6396.500775205627	-1	3
1232	32	6374.317772830857	-1	3
1233	33	6341.095438172961	-1	3
1234	34	6361.806899672479	-1	3
1235	35	6385.690969487337	-1	3
1236	36	6384.911777010274	-1	3
1237	37	6330.172437124475	-1	3
1238	38	6323.280332831518	-1	3
1239	39	6296.5961532321235	-1	3
1240	40	6305.127946005716	-1	3
1241	41	6315.858769878176	-1	3
1242	42	6324.110078975598	-1	3
1243	43	6336.695149064102	-1	3
1244	44	6372.074097264438	-1	3
1245	45	6388.966389505747	-1	3
1246	46	6402.268651887095	-1	3
1247	47	6409.3210709456525	-1	3
1248	48	6432.032131704106	-1	3
1249	1	6434.553826430918	-1	3
1250	2	6400.743442310902	-1	3
1251	3	6444.6846527427615	-1	3
1252	4	6442.7825810927	-1	3
1253	5	6439.643727389643	-1	3
1254	6	6431.889383782704	-1	3
1255	7	6399.758342622211	-1	3
1256	8	6365.13443321974	-1	3
1257	9	6311.196766412837	-1	3
1258	10	6275.664706152506	-1	3
1259	11	6239.243494558799	-1	3
1260	12	6201.7987873952125	-1	3
1261	13	6201.140020367385	-1	3
1262	14	6212.929805981784	-1	3
1263	15	6244.26108372211	-1	3
1264	16	6244.00462822672	-1	3
1265	17	6282.015511496628	-1	3
1266	18	6279.200322212636	-1	3
1267	19	6293.271798602037	-1	3
1268	20	6293.671393379906	-1	3
1269	21	6294.310726310117	-1	3
1270	22	6293.367702169352	-1	3
1271	23	6303.147145799504	-1	3
1272	24	6321.221757386491	-1	3
1273	25	6331.895047346311	-1	3
1274	26	6320.503593738813	-1	3
1275	27	6336.009499216236	-1	3
1276	28	6324.860008619161	-1	3
1277	29	6321.237716249986	-1	3
1278	30	6329.167504385444	-1	3
1279	31	6333.617491382296	-1	3
1280	32	6355.309265255702	-1	3
1281	33	6389.188969252749	-1	3
1282	34	6385.134406873277	-1	3
1283	35	6361.520288969103	-1	3
1284	36	6374.795114474499	-1	3
1285	37	6410.591484438809	-1	3
1286	38	6430.303220159147	-1	3
1287	39	6440.864457179935	-1	3
1288	40	6452.433537351083	-1	3
1289	41	6483.522683184168	-1	3
1290	42	6498.036041075469	-1	3
1291	43	6501.417676674187	-1	3
1292	44	6522.988584150408	-1	3
1293	45	6548.632299420187	-1	3
1294	46	6547.324166251534	-1	3
1295	47	6552.85551859259	-1	3
1296	48	6552.9973263626025	-1	3
1297	1	6575.578156901271	-1	3
1298	2	6589.390230505843	-1	3
1299	3	6572.6508162813325	-1	3
1300	4	6590.7268449454195	-1	3
1301	5	6616.889421286819	-1	3
1302	6	6618.349671796574	-1	3
1303	7	6630.4512237373265	-1	3
1304	8	6651.903986632895	-1	3
1305	9	6689.9505200769445	-1	2
1306	10	6703.803539646851	-1	2
1307	11	6733.164651472158	-1	2
1308	12	6777.6196365979085	-1	2
1309	13	6792.2490380114195	-1	2
1310	14	6779.518978159134	-1	2
1311	15	6739.733441387163	-1	2
1312	16	6718.458548583407	-1	2
1313	17	6687.338258645904	-1	2
1314	18	6678.231619141336	-1	2
1315	19	6685.163705177682	-1	2
1316	20	6701.568356032404	-1	2
1317	21	6732.556026240183	-1	2
1318	22	6742.244896263813	-1	2
1319	23	6737.0188249948815	-1	2
1320	24	6734.678327062538	-1	2
1321	25	6740.045441411392	-1	2
1322	26	6746.565070349852	-1	2
1323	27	6756.636468437311	-1	2
1324	28	6775.891383126962	-1	2
1325	29	6805.110563883749	-1	2
1326	30	6791.813430162288	-1	2
1327	31	6778.242392332977	-1	2
1328	32	6764.022932371072	-1	2
1329	33	6767.808554793419	-1	2
1330	34	6759.161278089184	-1	2
1331	35	6756.449432190557	-1	2
1332	36	6733.102229269402	-1	2
1333	37	6712.16359724676	-1	2
1334	38	6707.538676241553	-1	2
1335	39	6731.931774962831	-1	2
1336	40	6714.2256976562785	-1	2
1337	41	6681.471082898929	-1	2
1338	42	6673.128724650827	-1	2
1339	43	6652.546563292053	-1	3
1340	44	6647.969683610515	-1	3
1341	45	6672.7999631508565	-1	2
1342	46	6701.333880892341	-1	2
1343	47	6729.481390239645	-1	2
1344	48	6763.07251411218	-1	2
1345	1	6771.468833513848	-1	2
1346	2	6829.19302202492	-1	1
1347	3	6863.6174678296675	0	1
1348	4	6875.997756371145	0	1
1349	5	6878.646327883889	0	1
1350	6	6890.181209352572	0	1
1351	7	6914.760952742763	0	2
1352	8	6934.708232809851	0	2
1353	9	6930.769834309966	0	2
1354	10	6920.2944642587245	0	2
1355	11	6911.406076479639	0	2
1356	12	6886.558910953705	0	1
1357	13	6887.24007846618	0	1
1358	14	6912.673885612204	0	2
1359	15	6961.422083119903	0	2
1360	16	6992.827227225018	0	2
1361	17	7015.49472803942	0	2
1362	18	7033.911208667739	0	2
1363	19	7040.4558521793015	0	2
1364	20	7026.011743920664	0	2
1365	21	7013.572154582662	0	2
1366	22	7021.830207862469	0	2
1367	23	7029.131947592994	0	2
1368	24	7038.259181989335	0	2
1369	25	7063.253084494096	0	2
1370	26	7081.364794219049	0	2
1371	27	7094.129731618125	0	2
1372	28	7096.978893076539	0	2
1373	29	7099.613240563302	0	2
1374	30	7123.276202704841	0	2
1375	31	7145.734807019623	0	2
1376	32	7167.008395429678	0	2
1377	33	7168.244720218528	0	2
1378	34	7164.367596568243	0	2
1379	35	7168.931534647848	0	2
1380	36	7167.466302317868	0	2
1381	37	7182.479904007307	0	2
1382	38	7165.863582812576	0	2
1383	39	7157.053987263172	0	2
1384	40	7194.525456321199	0	1
1385	41	7200.088390965041	0	1
1386	42	7197.131842954372	0	1
1387	43	7214.103277796885	0	1
1388	44	7202.892141811071	0	1
1389	45	7166.840493637687	0	2
1390	46	7143.15234920245	0	2
1391	47	7124.989382882	0	2
1392	48	7110.713514402218	0	2
1393	1	7115.610990889482	0	2
1394	2	7061.549952063111	0	2
1395	3	7032.605094151429	0	2
1396	4	7069.082525663307	0	2
1397	5	7079.341270166687	0	2
1398	6	7090.575369945012	0	2
1399	7	7071.214448013674	0	2
1400	8	7049.977067251417	0	2
1401	9	7041.147061749006	0	2
1402	10	7062.9922538374485	0	2
1403	11	7088.813275386267	0	2
1404	12	7128.950552657699	0	2
1405	13	7141.578262803785	0	2
1406	14	7181.991831972002	0	2
1407	15	7185.774082666072	0	2
1408	16	7202.998798602386	0	1
1409	17	7235.1379509158505	0	1
1410	18	7268.00116310213	1	1
1411	19	7303.798838870238	1	2
1412	20	7344.437723704589	1	2
1413	21	7376.7645789349035	1	2
1414	22	7379.015605387197	1	2
1415	23	7390.433171321281	1	2
1416	24	7402.372635426969	1	2
1417	25	7395.0678837451005	1	2
1418	26	7410.413961195888	1	2
1419	27	7408.875335378634	1	2
1420	28	7403.443985198158	1	2
1421	29	7423.939943319856	1	2
1422	30	7411.0022293610855	1	2
1423	31	7418.045077813933	1	2
1424	32	7414.486247503942	1	2
1425	33	7416.6879682052795	1	2
1426	34	7427.647882733021	1	3
1427	35	7449.896811122948	1	3
1428	36	7464.781539837451	1	3
1429	37	7463.141575521443	1	3
1430	38	7478.919054494191	1	3
1431	39	7482.782661125352	1	3
1432	40	7454.578584700288	1	3
1433	41	7470.4376842227675	1	3
1434	42	7477.626016390026	1	3
1435	43	7472.798975888737	1	3
1436	44	7467.188595499375	1	3
1437	45	7481.45979377559	1	3
1438	46	7463.893868595475	1	3
1439	47	7456.234267832897	1	3
1440	48	7457.4232689129385	1	3
1441	1	7454.488270960625	1	3
1442	2	7494.399287080316	1	3
1443	3	7568.577308622417	1	3
1444	4	7560.341416854387	1	3
1445	5	7565.477991624795	1	3
1446	6	7588.5997329633	1	3
1447	7	7602.804585425542	1	3
1448	8	7634.1117483424105	1	3
1449	9	7663.197331003336	1	3
1450	10	7697.110877168735	1	3
1451	11	7727.776559135261	1	3
1452	12	7706.276446610743	1	3
1453	13	7688.120097935517	1	3
1454	14	7653.238070016757	1	3
1455	15	7636.275873617053	1	3
1456	16	7615.77511081247	1	3
1457	17	7594.148222975299	1	3
1458	18	7564.8640638194565	1	3
1459	19	7534.8948640278595	1	3
1460	20	7524.335647193312	1	3
1461	21	7515.557298695503	1	3
1462	22	7503.892225309845	1	3
1463	23	7506.475009140501	1	3
1464	24	7499.551837745778	1	3
1465	25	7504.718149771936	1	3
1466	26	7491.664770403142	1	3
1467	27	7496.472475960317	1	3
1468	28	7503.5017770687655	1	3
1469	29	7466.993032498435	1	3
1470	30	7468.90345478988	1	3
1471	31	7438.421299564866	1	3
1472	32	7434.157798085063	1	3
1473	33	7432.485304557217	1	3
1474	34	7424.573052634177	1	2
1475	35	7408.558545408312	1	2
1476	36	7409.056356062019	1	2
1477	37	7402.991308904522	1	2
1478	38	7383.562238276331	1	2
1479	39	7378.668147401529	1	2
1480	40	7379.091138964096	1	2
1481	41	7349.914757540313	1	2
1482	42	7341.592725777857	1	2
1483	43	7334.796440569452	1	2
1484	44	7312.712010318608	1	2
1485	45	7297.642254383342	1	2
1486	46	7303.935294026084	1	2
1487	47	7291.15006678307	1	2
1488	48	7257.913730682065	1	1
1489	1	7240.659380056864	1	1
1490	2	7208.9402210723065	0	1
1491	3	7131.840643425225	0	2
1492	4	7080.95090825642	0	2
1493	5	7050.069185756671	0	2
1494	6	7002.494489582014	0	2
1495	7	6984.865110528752	0	2
1496	8	6948.833610230735	0	2
1497	9	6906.132960813708	0	1
1498	10	6856.238211521238	-1	1
1499	11	6786.491991468582	-1	2
1500	12	6753.971028533478	-1	2
1501	13	6752.147091532696	-1	2
1502	14	6731.151431995451	-1	2
1503	15	6714.4912548672755	-1	2
1504	16	6697.957116172613	-1	2
1505	17	6671.203039857251	-1	2
1506	18	6653.204789729694	-1	3
1507	19	6647.40533340123	-1	3
1508	20	6636.5696484592945	-1	3
1509	21	6624.220923899607	-1	3
1510	22	6635.706914889477	-1	3
1511	23	6620.72037283824	-1	3
1512	24	6604.1348468730985	-1	3
1513	25	6566.794747321881	-1	3
1514	26	6560.716330092127	-1	3
1515	27	6538.33809524699	-1	3
1516	28	6518.742728641489	-1	3
1517	29	6514.85904294068	-1	3
1518	30	6498.14666519648	-1	3
1519	31	6500.864648106486	-1	3
1520	32	6495.25441504335	-1	3
1521	33	6466.70250064215	-1	3
1522	34	6471.799244169862	-1	3
1523	35	6459.133898936754	-1	3
1524	36	6461.667672133514	-1	3
1525	37	6450.342139238453	-1	3
1526	38	6444.858999348831	-1	3
1527	39	6433.697441115601	-1	3
1528	40	6425.496296879659	-1	3
1529	41	6426.4482641172	-1	3
1530	42	6417.1485745816135	-1	3
1531	43	6408.701711987453	-1	3
1532	44	6419.354905817732	-1	3
1533	45	6405.7475540732285	-1	3
1534	46	6396.516667206236	-1	3
1535	47	6397.009312280433	-1	3
1536	48	6407.73292848225	-1	3
1537	1	6419.18031386526	-1	3
1538	2	6443.099606862833	-1	3
1539	3	6457.565950230417	-1	3
1540	4	6510.785026833445	-1	3
1541	5	6551.768289528811	-1	3
1542	6	6566.700279422663	-1	3
1543	7	6583.916970631387	-1	3
1544	8	6621.269830100915	-1	3
1545	9	6625.602126754184	-1	3
1546	10	6631.863345567109	-1	3
1547	11	6628.552536275643	-1	3
1548	12	6626.26130120958	-1	3
1549	13	6615.193503063648	-1	3
1550	14	6637.134325258928	-1	3
1551	15	6670.561101118786	-1	2
1552	16	6677.60557156076	-1	2
1553	17	6693.594567941969	-1	2
1554	18	6696.143419261214	-1	2
1555	19	6702.099822245493	-1	2
1556	20	6682.926312811897	-1	2
1557	21	6672.972172272019	-1	2
1558	22	6653.377178551693	-1	3
1559	23	6646.041416904798	-1	3
1560	24	6635.942209807962	-1	3
1561	25	6638.106784255172	-1	3
1562	26	6636.9931576563695	-1	3
1563	27	6643.658244076566	-1	3
1564	28	6642.921280586145	-1	3
1565	29	6648.1264445422585	-1	3
1566	30	6667.852191474011	-1	3
1567	31	6671.531829263918	-1	2
1568	32	6675.836874668022	-1	2
1569	33	6692.093242906206	-1	2
1570	34	6670.232294743652	-1	2
1571	35	6666.709008459389	-1	3
1572	36	6653.079415045996	-1	3
1573	37	6648.62807071485	-1	3
1574	38	6665.847660265279	-1	3
1575	39	6661.681309903394	-1	3
1576	40	6666.818631761899	-1	3
1577	41	6669.778219346695	-1	3
1578	42	6684.960316846374	-1	2
1579	43	6706.288503463955	-1	2
1580	44	6703.615981950989	-1	2
1581	45	6700.208359715289	-1	2
1582	46	6707.132379153717	-1	2
1583	47	6700.0520320265705	-1	2
1584	48	6706.413524460863	-1	2
1585	1	6713.585220821716	-1	2
1586	2	6688.182981566648	-1	2
1587	3	6670.075718258931	-1	2
1588	4	6630.215859729687	-1	3
1589	5	6596.449612899517	-1	3
1590	6	6581.793288858138	-1	3
1591	7	6552.398575041122	-1	3
1592	8	6519.232077965663	-1	3
1593	9	6508.889827568122	-1	3
1594	10	6487.555326258465	-1	3
1595	11	6505.493772674433	-1	3
1596	12	6514.922198867592	-1	3
1597	13	6512.127341279962	-1	3
1598	14	6503.534831865057	-1	3
1599	15	6500.07457835109	-1	3
1600	16	6510.4375882824725	-1	3
1601	17	6503.866602687281	-1	3
1602	18	6514.574838582541	-1	3
1603	19	6509.647930755639	-1	3
1604	20	6508.921415826119	-1	3
1605	21	6503.945594855516	-1	3
1606	22	6518.726942962527	-1	3
1607	23	6514.811675853008	-1	3
1608	24	6523.746105868243	-1	3
1609	25	6521.8048940026665	-1	3
1610	26	6510.5481376255875	-1	3
1611	27	6485.3730651176975	-1	3
1612	28	6482.035915855842	-1	3
1613	29	6473.191895336284	-1	3
1614	30	6453.621724634639	-1	3
1615	31	6459.68819194022	-1	3
1616	32	6464.913554197955	-1	3
1617	33	6468.048052662522	-1	3
1618	34	6481.798654561295	-1	3
1619	35	6471.735939318947	-1	3
1620	36	6475.438903864746	-1	3
1621	37	6486.1005144295505	-1	3
1622	38	6460.701712669863	-1	3
1623	39	6462.348563605442	-1	3
1624	40	6444.320104433807	-1	3
1625	41	6432.888595639996	-1	3
1626	42	6412.512815216883	-1	3
1627	43	6372.23323242107	-1	3
1628	44	6359.67313234511	-1	3
1629	45	6375.113335194692	-1	3
1630	46	6372.408279465528	-1	3
1631	47	6377.133905329656	-1	3
1632	48	6359.0042873404045	-1	3
1633	1	6335.08462750261	-1	3
1634	2	6357.762080419629	-1	3
1635	3	6346.562404779055	-1	3
1636	4	6347.375134722991	-1	3
1637	5	6343.167662970734	-1	3
1638	6	6350.179566446486	-1	3
1639	7	6345.287459912118	-1	3
1640	8	6332.54895770287	-1	3
1641	9	6307.779316995902	-1	3
1642	10	6340.28242285451	-1	3
1643	11	6315.6672047454	-1	3
1644	12	6296.29251205859	-1	3
1645	13	6290.921999262272	-1	3
1646	14	6275.904702436564	-1	3
1647	15	6257.607644518378	-1	3
1648	16	6245.01440013846	-1	3
1649	17	6226.974029038407	-1	3
1650	18	6203.003784818187	-1	3
1651	19	6162.727886656254	-1	3
1652	20	6148.970272896755	-1	3
1653	21	6126.44156416479	-1	3
1654	22	6096.966369071006	-1	3
1655	23	6098.695896714163	-1	3
1656	24	6103.027034536445	-1	3
1657	25	6104.465119043345	-1	3
1658	26	6086.18118136089	-1	3
1659	27	6091.372499342683	-1	3
1660	28	6074.628501317776	-1	3
1661	29	6064.1045761797295	-1	3
1662	30	6049.538493258729	-1	3
1663	31	6030.124722135971	-1	3
1664	32	6007.975371401678	-1	3
1665	33	5965.10457432681	-1	3
1666	34	5958.44045790732	-1	3
1667	35	5986.28513001029	-1	3
1668	36	5988.513971484332	-1	3
1669	37	5983.714275812559	-1	3
1670	38	5974.4038540848	-1	3
1671	39	5956.778090450887	-1	3
1672	40	5968.37863707953	-1	3
1673	41	5955.751251885063	-1	3
1674	42	5960.901111720385	-1	3
1675	43	5956.843284430836	-1	3
1676	44	5966.326314050725	-1	3
1677	45	5949.491067917732	-1	3
1678	46	5934.9401557245965	-1	3
1679	47	5904.13268063593	-1	3
1680	48	5908.824446526751	-1	3
1681	1	5910.589646959298	-1	3
1682	2	5862.94525709703	-1	3
1683	3	5902.399498942751	-1	3
1684	4	5899.04707874974	-1	3
1685	5	5874.971557039712	-1	3
1686	6	5865.420046710463	-1	3
1687	7	5865.469210963983	-1	3
1688	8	5874.873284819455	-1	3
1689	9	5894.941487827001	-1	3
1690	10	5863.863103079727	-1	3
1691	11	5875.397396591158	-1	3
1692	12	5888.953031066282	-1	3
